GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS89607589	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown School	L505253	P	39.9515217	-75.5432636	2010-04-11		obsr89518	S6262724	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS89154972	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Waterloo Mills Preserve	L160674	P	40.0235421	-75.4174805	2010-04-05	12:30:00	obsr30455	S6233542	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS89211341	2021-03-29 12:27:54.94253	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-04-06	07:40:00	obsr24203	S6237185	Traveling	P22	EBIRD	190	4.828		2	1		0	1	0		Carol Majors and Judy Ford		
URN:CornellLabOfOrnithology:EBIRD:OBS90550139	2012-08-15 17:06:46	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Paradise Farm Camps CCWA (private)	L719482	P	39.9969804	-75.6661034	2010-04-24	08:00:00	obsr11194	S6325260	Traveling	P22	EBIRD	70	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS96594513	2017-08-23 12:31:35	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2010-04-10		obsr7291	S6740848	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90766350	2021-03-23 21:23:10.058299	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Abbondi Property (restricted access)	L503797	H	39.8727917	-75.6859303	2010-04-28	08:00:00	obsr146205	S6339291	Traveling	P22	EBIRD	120	3.219		1	1		0	1	0		Judy Ford		
URN:CornellLabOfOrnithology:EBIRD:OBS89914923	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown Lake (restricted access)	L830051	H	39.9514436	-75.5432475	2010-04-17		obsr21752	S6283683	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90160587	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Abbondi Property (restricted access)	L503797	H	39.8727917	-75.6859303	2010-04-20	08:30:00	obsr146205	S6300005	Traveling	P22	EBIRD	180	3.219		1	1		0	1	0		Judy Ford		
URN:CornellLabOfOrnithology:EBIRD:OBS89997557	2021-03-29 12:27:54.94253	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown Lake (restricted access)	L830051	H	39.9514436	-75.5432475	2010-04-17	08:00:00	obsr187253	S6289049	Traveling	P22	EBIRD	210	6.437		12	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90110520	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			PA - 417 Glen Ave., West Chester	L608745	P	39.9646264	-75.5599093	2010-04-19	16:00:00	obsr213236	S6296168	Stationary	P21	EBIRD	180				1	G161247	0	1	0			by pond	
URN:CornellLabOfOrnithology:EBIRD:OBS89258063	2012-08-15 16:54:39	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown School	L505253	P	39.9515217	-75.5432636	2010-04-06		obsr89518	S6240048	Incidental	P20	EBIRD				2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90098021	2012-08-15 22:51:21	32848	species	Palm Warbler	Setophaga palmarum			6					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_963	29			Nottingham	L638594	P	39.7365643	-76.0389090	2010-04-19	09:15:00	obsr30455	S6295341	Traveling	P22	EBIRD	120	3.219		2	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS89782044	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			15					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown School	L505253	P	39.9515217	-75.5432636	2010-04-14		obsr89518	S6275055	Incidental	P20	EBIRD				1	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS90196533	2021-03-29 12:27:54.94253	32848	species	Palm Warbler	Setophaga palmarum			6					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown School	L505253	P	39.9515217	-75.5432636	2010-04-20		obsr89518	S6302549	Incidental	P20	EBIRD				1	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS89737514	2018-08-03 11:46:17	32848	species	Palm Warbler	Setophaga palmarum			15					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown School	L505253	P	39.9515217	-75.5432636	2010-04-13		obsr89518	S6271649	Incidental	P20	EBIRD				1	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS95724889	2018-08-06 23:57:42	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			N. Coventry Home Chester County PA	L338146	P	40.2172297	-75.7173126	2010-05-15	06:00:00	obsr105078	S6676580	Stationary	P21	EBIRD	180		1.6187	1	1		0	1	0		just a week-end around the house and checking on what is in the area  the geese were fly overs, the Broadwing I believe is the same bird I had last year as I can see a similar marking on the back of the head (white byulls-ey)		
URN:CornellLabOfOrnithology:EBIRD:OBS97447296	2021-03-29 12:27:54.94253	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-08-27	07:30:00	obsr182219	S6814993	Traveling	P22	EBIRD	210	3.782		2	1	G189645	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS100466676	2016-07-05 10:32:13	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-09-11		obsr21578	S7037205	Incidental	P20	EBIRD					0	G200753	0	1	0		Joe Sebastiani		
URN:CornellLabOfOrnithology:EBIRD:OBS98659975	2021-03-29 12:27:54.94253	32848	species	Palm Warbler	Setophaga palmarum			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-09-21	08:00:00	obsr180528	S6906154	Traveling	P22	EBIRD	255	4.023		4	1	G193906	0	1	0		Bird survey. Bob Strahorn, Carol Majors, Judy Ford, Carol Horning		
URN:CornellLabOfOrnithology:EBIRD:OBS98175794	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2010-09-12	13:30:00	obsr11194	S6869775	Stationary	P21	EBIRD	45			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS101226688	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			X					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-09-26	08:00:00	obsr181634	S7097390	Traveling	P22	EBIRD	120	1.609		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99082418	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hilltop Rd. Yard	L947074	P	39.8009020	-75.7887340	2010-09-29	13:30:00	obsr222247	S6939319	Area	P23	EBIRD	35		0.6070	2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS100466454	2016-07-05 10:32:13	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-09-11		obsr24203	S7037167	Incidental	P20	EBIRD					0	G200753	0	1	0		Joe Sebastiani		
URN:CornellLabOfOrnithology:EBIRD:OBS100212837	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-09-28	09:00:00	obsr24203	S7019392	Stationary	P21	EBIRD	360			1	1		0	1	0		Hawk Watch ----New Species added to Hawk Watch YTD list:--    White-throated Sparrow----Total Bird Species identified at "The Watch" in 2010  -  83----Weather:--Conditions:  Overcast with showers, some heavy - then breaks w/Mostly--Cloudy conditions with occasional showers--Temperature:  72 - 75--Winds:  SSE 10-20 with higher gusts during frequent storms--Cloud Cover:  100% becoming 80% late in the day--		
URN:CornellLabOfOrnithology:EBIRD:OBS99102123	2021-03-23 21:23:10.058299	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Chambers Lake Hawk Watch	L995716	P	40.0295533	-75.8588362	2010-09-27	10:00:00	obsr230107	S6940839	Stationary	P21	EBIRD	240			6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS98706307	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Waterloo Mills Preserve	L160674	P	40.0235421	-75.4174805	2010-09-22	08:00:00	obsr30455	S6909361	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS98657272	2021-03-29 12:27:54.94253	32848	species	Palm Warbler	Setophaga palmarum			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-09-21	08:00:00	obsr24203	S6905982	Traveling	P22	EBIRD	255	4.023		4	1	G193906	0	1	0		Bird survey. Bob Strahorn, Carol Majors, Judy Ford, Carol Horning		
URN:CornellLabOfOrnithology:EBIRD:OBS98719455	2016-07-05 10:32:13	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-09-22	13:00:00	obsr92769	S6910294	Stationary	P21	EBIRD	120			3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS100088493	2021-03-29 12:27:54.94253	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-09-13	08:00:00	obsr24203	S7009211	Traveling	P22	EBIRD	180	6.035		7	1		0	1	0		Monday Bird Walk: Larry Lewis		
URN:CornellLabOfOrnithology:EBIRD:OBS99377673	2021-03-29 12:27:54.94253	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-09-19	08:00:00	obsr24203	S6959513	Traveling	P22	EBIRD	180	6.035		6	1		0	1	0		Sunday Bird Walk: Larry Lewis		
URN:CornellLabOfOrnithology:EBIRD:OBS98413912	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2010-09-16	09:30:00	obsr7291	S6888289	Traveling	P22	EBIRD	90	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS98945601	2021-03-23 21:23:10.058299	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Miller Farm	L1000309	P	40.0279431	-75.7319784	2010-09-27	09:00:00	obsr30455	S6927505	Stationary	P21	EBIRD	60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS98557740	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Chambers Lake Hawk Watch	L995716	P	40.0295533	-75.8588362	2010-09-17	06:15:00	obsr230107	S6899443	Stationary	P21	EBIRD	720			18	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99168598	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Chambers Lake, Hibernia Park	L620350	P	40.0289946	-75.8585358	2010-09-29	08:15:00	obsr28990	S6945089	Traveling	P22	EBIRD_PA	195	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS100218955	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-09-15	09:00:00	obsr24203	S7019806	Stationary	P21	EBIRD	360			6	1		0	1	0		Hawk Watch ----New Species added to Hawk Watch YTD list:--    Palm Warbler----Total Bird Species identified at "The Watch" in 2010  -  73----Weather:--Sunny, 58-76, winds NW 10-15--Cloud cover - 0%----		
URN:CornellLabOfOrnithology:EBIRD:OBS98659389	2021-03-29 12:27:54.94253	32848	species	Palm Warbler	Setophaga palmarum			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-09-21	08:00:00	obsr182219	S6906125	Traveling	P22	EBIRD	255	4.023		4	1	G193906	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS98147118	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Abbondi Property (restricted access)	L503797	H	39.8727917	-75.6859303	2010-09-11	09:55:00	obsr146205	S6867770	Traveling	P22	EBIRD	120	4.828		15	1		0	1	0		Larry Lewis led Bird Walk		
URN:CornellLabOfOrnithology:EBIRD:OBS99101827	2012-08-17 17:45:48	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Chambers Lake Hawk Watch	L995716	P	40.0295533	-75.8588362	2010-09-26	15:00:00	obsr230107	S6940825	Stationary	P21	EBIRD	105			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS98778357	2018-08-03 11:58:53	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Chambers Lake, Hibernia Park	L620350	P	40.0289946	-75.8585358	2010-09-24	08:05:00	obsr28990	S6915336	Traveling	P22	EBIRD_PA	190	2.253		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99376239	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			8					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-09-26	08:00:00	obsr24203	S6959390	Traveling	P22	EBIRD	180	4.828		9	1		0	1	1		Sunday Bird Walk: Holly Merker		
URN:CornellLabOfOrnithology:EBIRD:OBS100012763	2021-03-29 12:27:54.94253	32848	species	Palm Warbler	Setophaga palmarum			10					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Kennett Square	L639246	P	39.8164806	-75.7238460	2010-10-18	08:00:00	obsr171621	S7003453	Traveling	P22	EBIRD	180	2.816		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS101236929	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			4 Saddle Court	L908722	P	39.8084042	-75.7608604	2010-10-23	08:00:00	obsr181634	S7098143	Area	P23	EBIRD	300		0.4047	1	1		0	1	0			Landenberg Hunt	
URN:CornellLabOfOrnithology:EBIRD:OBS100616826	2021-03-23 21:23:10.058299	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Rushton Farm	L1016755	P	39.9843290	-75.4872740	2010-10-24	07:35:00	obsr99498	S7051059	Traveling	P22	EBIRD	210	1.609		2	1		0	1	0		might have heard a hermit thrush		
